PANONCEAU;NOM MAGASIN;CENTRALE;LUNDI_HO;LUNDI_HF_MIDI;LUNDI_HO_MIDI;LUNDI_HF;MARDI_HO;MARDI_HF_MIDI;MARDI_HO_MIDI;MARDI_HF;MERCREDI_HO;MERCREDI_HF_MIDI;MERCREDI_HO_MIDI;MERCREDI_HF;JEUDI_HO;JEUDI_HF_MIDI;JEUDI_HO_MIDI;JEUDI_HF;VENDREDI_HO;VENDREDI_HF_MIDI;VENDREDI_HO_MIDI;VENDREDI_HF;SAMEDI_HO;SAMEDI_HF_MIDI;SAMEDI_HO_MIDI;SAMEDI_HF;DIMANCHE_HO;DIMANCHE_HF_MIDI;DIMANCHE_HO_MIDI;DIMANCHE_HF;GPS_LATITUDE;GPS_LONGITUDE;ADRESSE;CP;VILLE;TEL;FAX;JOURS_FERIES_NATION;URL_MAGASIN;INSEE;CONCEPT_ANIMALERIE;CONCEPT_AUTO;CONCEPT_BIJOUX;CONCEPT_BORNE;CONCEPT_BRICO;CONCEPT_DRIVE;CONCEPT_ESPACE_CULTUREL;CONCEPT_EXPRESS;CONCEPT_JARDIN;CONCEPT_JOUET;CONCEPT_LOCATION;CONCEPT_OPTIQUE;CONCEPT_PARAPHARMACIE;CONCEPT_SPORT;CONCEPT_STATION;CONCEPT_UHPS;CONCEPT_VOYAGES
1593;BLANC MESNIL;SCAPNOR;08:30;;;21:30;08:30;;;21:30;08:30;;;21:30;08:30;;;21:30;08:30;;;21:30;08:30;;;21:00;09:00;;;12:30;48.9512;2.451181;AVENUE CHARLES FLOQUET;93150;LE BLANC MESNIL;01.49.39.57.30;01.49.43.60.50;25-12;www.e-leclerc.com/blanc-mesnil;93007;Y;N;Y;N;N;Y;Y;N;Y;N;Y;Y;Y;N;Y;Y;Y
0781;CASTRES;SOCAMIL;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;43.62412;2.213672;LIEU DIT PLOMBIERES ROUTE DE LAUTREC;81100;CASTRES;05.63.51.75.75;05.63.51.75.70;15-08,01-11,11-11,25-12;www.e-leclerc.com/castres;81065;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
0950;VALOGNES;SCANORMANDE;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;20:00;08:45;;;19:45;;;;;49.501087;-1.454728;Route de Montebourg - La Victoire;50700;VALOGNES;02.33.21.61.61;02.33.21.62.05;15-08,01-11,25-12;www.e-leclerc.com/valognes;50615;N;N;N;N;N;N;N;N;N;N;N;N;N;N;Y;N;N
2456;RIANTEC;SCARMOR;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;47.726307;-3.322985;LANN ER VELIN;56670;RIANTEC;02.97.11.29.15;02.97.81.55.27;15-08,01-11,11-11,25-12;www.e-leclerc.com/riantec;56193;N;N;Y;Y;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
1114;FALAISE;SCANORMANDE;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;;;;;48.90745;-0.209152;2 RUE LOUIS ROCHET;14700;FALAISE;02.31.41.60.60;02.31.41.60.50;15-08,01-11,25-12;www.e-leclerc.com/falaise;14258;N;N;N;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;N
1860;LASSIGNY;SCAPARTOIS;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;20:00;08:45;;;19:30;09:00;12:30;;;49.590157;2.853506;ZONE ARTISANALE;60310;LASSIGNY;03.44.83.11.60;03.44.83.14.10;01-11,11-11,25-12;www.e-leclerc.com/lassigny;60350;N;N;N;N;N;N;N;N;N;N;Y;Y;N;N;Y;N;N
3844;BLAIN;SCAOUEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;47.474678;-1.754671;6 ROUTE DE L'ISAC;44130;BLAIN;02.40.51.74.03;;15-08,01-11,11-11,25-12;www.e-leclerc.com/blain;44015;N;N;N;N;N;N;N;N;N;N;N;Y;N;N;Y;N;N
1893;ROSNY SOUS BOIS;SCAPNOR;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;09:00;;;13:00;48.872784;2.48421;32-34 Rue du Général Gallieni;93110;ROSNY SOUS BOIS;01.45.28.14.10;01.45.28.96.15;25-12;www.e-leclerc.com/rosny-sous-bois;93064;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N
1177;PONTAULT COMBAULT;SCADIF;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;;;;;48.77585;2.591057;35 ROUTE DE PARIS RN4 ZAC LES 4 CHÊNES;77340;PONTAULT COMBAULT;01.79.76.97.60;01.79.76.97.61;01-11,11-11,25-12;www.e-leclerc.com/pontault-combault;77373;N;N;Y;N;N;Y;N;N;N;N;Y;N;Y;N;Y;N;N
2159;QUAEDYPRE;SCAPARTOIS;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;50.957157;2.435236;RUE NATIONALE;59380;QUAEDYPRE;03.28.65.99.65;03.28.65.99.66;25-12;www.e-leclerc.com/quaedypre;59478;N;N;N;N;N;Y;N;N;N;N;Y;Y;N;N;N;N;N
1171;CHALON SUR SAONE SUD LUX;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;12:30;;;46.75014;4.845705;ROUTE DE LYON;71100;LUX;03.85.93.99.08;03.85.93.01.23;15-08,25-12;www.e-leclerc.com/lux;71269;N;N;N;Y;N;Y;N;N;N;N;N;Y;Y;N;Y;N;N
1833;COUTRAS;SCASO;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:45;12:15;;;45.04619;-0.12177;RUE FRANCOIS MITTERRAND;33230;COUTRAS;05.57.56.02.56;05.57.56.02.57;15-08,01-11,11-11,25-12;www.e-leclerc.com/coutras;33138;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
1277;LE CHATELET EN BRIE;SCADIF;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;12:30;;;48.492214;2.796265;5 RUE DES GRANDS CHAMPS;77820;LE CHATELET EN BRIE;01.64.64.30.10;01.64.64.14.30;15-08,01-11,11-11,25-12;www.e-leclerc.com/chatelet-en-brie;77100;N;N;N;Y;N;Y;N;N;N;N;Y;Y;N;N;Y;N;N
1585;LES HERBIERS;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;46.857777;-1.015343;AVENUE DES CHAUVIERES;85500;LES HERBIERS;02.51.92.93.13;;15-08,01-11,11-11,25-12;www.e-leclerc.com/les-herbiers;85109;N;N;Y;N;Y;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
2085;Chantonnay;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;09:00;12:30;;;46.7002;-1.051705;Impasse Foretis - Zone d'activités Polaris;85110;CHANTONNAY;02.51.34.41.60;02.51.98.78.25;15-08,01-11,11-11,25-12;www.e-leclerc.com/chantonnay;85051;Y;Y;Y;N;N;Y;N;N;Y;N;Y;Y;N;N;Y;N;Y
1222;GUINGAMP;SCARMOR;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;20:30;09:00;;;19:45;;;;;48.555668;-3.150684;ROUTE DE CORLAY;22200;GUINGAMP CEDEX;02.96.40.19.40;02.96.44.45.78;15-08,01-11,11-11,25-12;www.e-leclerc.com/guingamp;22070;N;N;Y;N;N;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
1822;PAIMPOL;SCARMOR;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;;;;;48.77852;-3.057067;RUE BECOT PARC RICHARD;22500;PAIMPOL;02.96.55.30.00;02.96.55.00.46;01-11,25-12;www.e-leclerc.com/paimpol;22162;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1829;MORLAIX;SCARMOR;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;48.587936;-3.814302;ZAC DE LA BOISSIERE KERFRAVAL;29600;MORLAIX;02.98.88.03.14;02.98.88.02.10;01-11,25-12;www.e-leclerc.com/morlaix;29151;N;Y;N;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
4029;LANNILIS;SCARMOR;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;12:30;48.569473;-4.513299;ROUTE DE LESNEVEN;29870;LANNILIS;02.98.04.17.93;02.98.04.49.58;01-11,11-11,25-12;www.e-leclerc.com/lannilis;29117;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
0979;BRESSUIRE;SCAOUEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;46.84246;-0.492866;RUE JONCS;79301;BRESSUIRE;05.49.74.24.44;05.49.74.13.22;15-08,01-11,11-11,25-12;www.e-leclerc.com/bressuire;79049;Y;N;Y;N;N;Y;Y;N;Y;N;N;Y;N;N;Y;N;Y
0986;LOUDUN;SCACHAP;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;20:00;09:00;;;12:30;47.00813;0.089342;RUE DU BON ENDROIT CS 50050;86202;LOUDUN CEDEX;05.49.98.81.81;05.49.98.38.44;25-12;www.e-leclerc.com/loudun;86137;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1167;MARMOUTIER;SCAPALSACE;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:00;;;20:00;08:00;;;20:00;;;;;48.70099;7.375023;route de Saverne;67440;MARMOUTIER;03.88.71.64.00;03.88.70.84.44;15-08,01-11,25-12;www.e-leclerc.com/marmoutier;67283;N;N;Y;N;N;Y;N;N;N;N;Y;N;N;N;Y;N;Y
1468;WINTZENHEIM;SCAPALSACE;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:00;;;20:00;;;;;48.08546;7.313586;rue Herzog;68124;LOGELBACH-WINTZENHEIM;03.89.30.29.29;03.89.30.29.39;15-08,01-11,25-12;www.e-leclerc.com/wintzenheim;68374;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;Y;N;Y
1576;SAINT VALERY;SCANORMANDE;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;;;;;49.86058;0.708557;PLATEAU OUEST;76460;ST-VALERY EN CAUX;02.35.57.84.20;02.35.57.04.83;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-valery;76655;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;Y;Y
1583;MONTAUROUX;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;13:00;43.605732;6.762258;LIEU DIT VINCENT RD 562;83440;MONTAUROUX-FAYENCE;04.94.60.43.00;04.94.39.87.41;;www.e-leclerc.com/montauroux;83081;N;N;Y;N;N;N;N;N;N;N;N;Y;Y;N;Y;N;Y
2083;HYERES;LECASUD;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;;;;;43.111996;6.116324;Zone du ROUBAUD - Avenue MARIO BENARD;83400;HYERES;04.94.12.56.70;04.94.12.56.71;;www.e-leclerc.com/hyeres;83069;N;N;Y;Y;Y;N;Y;N;N;N;Y;Y;Y;N;Y;N;Y
1795;MOISSELLES;SCAPNOR;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;08:30;;;21:00;;;;;49.042217;2.338666;Route Nationale 1;95570;MOISSELLES;01.39.35.39.39;01.39.35.38.24;15-08,01-11,11-11,25-12;www.e-leclerc.com/moisselles;95409;N;N;Y;Y;N;Y;Y;N;N;N;Y;Y;Y;N;Y;Y;Y
1560;FOSSES;SCAPNOR;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;09:00;12:30;;;49.100834;2.529253;Route departementale 922;60520;LA CHAPELLE EN SERVAL;01.34.31.96.00;01.34.68.23.22;15-08,25-12;www.e-leclerc.com/fosses;60142;N;N;Y;N;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
1385;CHALLANS;SCAOUEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;09:00;12:30;;;46.85444;-1.895909;ESPACE LES ALIZES - Rte De Noirmoutier;85300;CHALLANS;02.51.49.79.80;02.51.49.82.03;01-11,11-11,25-12;www.e-leclerc.com/challans;85047;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
2056;LARMOR PLAGE;SCARMOR;08:50;;;20:00;08:50;;;20:00;08:50;;;20:00;08:50;;;20:00;08:50;;;20:00;08:50;;;20:00;;;;;47.728195;-3.38235;CENTRE COMMERCIAL DE QUELISOY CD 29;56260;LARMOR PLAGE;02.97.37.60.33;02.97.37.01.26;15-08,01-11,11-11,25-12;www.e-leclerc.com/larmor-plage;56107;N;N;Y;N;Y;Y;N;N;N;N;Y;Y;N;Y;Y;N;Y
2069;SAINT PRIEST;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;45.69823;4.919857;18 RUE DU LYONNAIS;69800;SAINT-PRIEST;04.78.21.34.33;04.78.20.18.97;15-08,01-11,25-12;www.e-leclerc.com/st-priest;69290;N;Y;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
1633;BLAYE;SCASO;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;45.128345;-0.642174;LA GRUPPE CARS;33390;BLAYE;05.57.42.60.60;05.57.42.60.61;15-08,01-11,11-11,25-12;www.e-leclerc.com/blaye;33058;Y;N;Y;N;N;N;Y;N;Y;N;Y;N;Y;N;Y;N;Y
1669;GENAY;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;21:00;08:30;;;20:00;;;;;45.89049;4.823977;Z.I. Lyon-Nord 10 rue Ampere;69730;GENAY;04.72.08.73.73;04.72.08.73.74;01-11,25-12;www.e-leclerc.com/genay;69278;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1676;YVETOT;SCANORMANDE;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;21:00;08:30;;;20:00;;;;;49.613255;0.775271;RUE JEAN MOULIN;76190;YVETOT;02.35.95.97.35;02.35.95.40.20;15-08,01-11,25-12;www.e-leclerc.com/yvetot;76758;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;Y;Y
1467;SCHILTIGHEIM;SCAPALSACE;08:00;;;20:30;08:00;;;20:30;08:00;;;20:30;08:00;;;20:30;08:00;;;20:30;08:00;;;20:30;;;;;48.61122;7.7389;90, route du General De Gaulle;67300;SCHILTIGHEIM;03.88.33.19.67;03.88.33.02.05;15-08,01-11,11-11,25-12;www.e-leclerc.com/schiltigheim;67447;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;Y;N;Y
1267;OBERNAI;SCAPALSACE;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;08:00;;;20:30;08:00;;;19:30;;;;;48.467003;7.495991;Boulevard de l'Europe;67210;OBERNAI;03.88.48.47.00;03.88.48.47.25;15-08,01-11,11-11,25-12;www.e-leclerc.com/obernai;67348;N;N;Y;N;N;Y;N;N;N;N;N;N;N;N;Y;N;Y
3444;PORNIC;SCAOUEST;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;;;;;47.12488;-2.127347;rue du traite d'Amsterdam;44210;PORNIC;02.51.74.00.20;02.40.82.80.64;01-11,25-12;www.e-leclerc.com/pornic;44131;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;N;Y
3244;CHATEAUBRIANT;SCAOUEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;47.706165;-1.391107;RUE DU GENERAL EISENHOWER;44110;CHATEAUBRIANT;02.40.81.81.81;02.40.28.30.19;15-08,01-11,11-11,25-12;www.e-leclerc.com/chateaubriant;44036;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
3429;PLOUGASTEL;SCARMOR;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;20:00;08:30;;;19:30;;;;;48.384274;-4.348888;ZAC TY AR MENEZ BP 32;29470;PLOUGASTEL DAOULAS;02.98.40.52.72;02.98.40.57.65;15-08,01-11,11-11,25-12;www.e-leclerc.com/plougastel;29189;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
1617;JONZAC;SCASO;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;12:30;;;45.45261;-0.439711;AVENUE MONSEIGNEUR CHAUVIN     /     CS 70179;17504;JONZAC CEDEX;05.46.48.45.11;05.46.48.15.73;25-12;www.e-leclerc.com/jonzac;17197;N;N;Y;N;N;Y;Y;N;N;N;Y;N;N;N;Y;N;Y
1622;LAMBALLE;SCARMOR;09:00;;;19:50;09:00;;;19:50;09:00;;;19:50;09:00;;;19:50;09:00;;;19:50;09:00;;;19:50;;;;;48.461636;-2.513648;66 RUE MOUEXIGNE;22400;LAMBALLE;02.96.50.11.30;02.96.50.11.49;15-08,01-11,11-11,25-12;www.e-leclerc.com/lamballe;22093;N;N;Y;N;Y;Y;Y;N;N;N;Y;Y;N;N;Y;Y;Y
2644;SAINT BREVIN;SCAOUEST;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;12:30;;;47.24666;-2.165807;ZONE D'ACTIVITE DE LA GUERCHE;44250;SAINT BREVIN LES PINS;02.40.39.17.40;02.40.39.17.41;25-12;www.e-leclerc.com/st-brevin;44154;N;N;Y;N;N;Y;Y;N;N;N;N;Y;N;Y;Y;N;Y
2669;SAINT GEORGES DE RENEINS;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;46.052036;4.721224;rue de l'industrie  les Vernailles;69830;SAINT GEORGES DE RENEINS;04.74.02.70.00;04.74.04.74.89;15-08,01-11,25-12;www.e-leclerc.com/st-georges-de-reneins;69206;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1654;DOMMARTIN LES TOUL;SCAPEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;48.674248;5.925941;Rue de la haye plaisante, Zac de Jonchery;54200;DOMMARTIN-LES-TOUL;03.83.65.12.20;;15-08,01-11,11-11,25-12;www.e-leclerc.com/dommartin-les-toul;54167;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1656;HENNEBONT;SCARMOR;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;47.799423;-3.260128;ZONE DE LA GARDELOUPE;56704;HENNEBONT CEDEX;02.97.36.26.26;02.97.36.54.43;15-08,01-11,11-11,25-12;www.e-leclerc.com/hennebont;56083;N;N;Y;N;N;Y;Y;Y;N;N;Y;Y;Y;Y;Y;Y;Y
1695;FRANCONVILLE;SCADIF;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;;;;;48.98974;2.205008;RUE DU GENERAL LECLERC;95130;FRANCONVILLE;01.30.72.62.62;01.30.72.98.35;15-08,25-12;www.e-leclerc.com/franconville;95252;N;N;Y;Y;N;Y;N;N;N;N;Y;Y;Y;Y;Y;Y;Y
2076;docksvauban;SCANORMANDE;09:30;;;20:30;09:30;;;20:30;09:30;;;20:30;09:30;;;20:30;09:30;;;20:30;09:30;;;20:30;;;;;49.491615;0.131364;Centre Commercial des Docks Quai Frissard;76600;LE HAVRE;02.35.11.77.00;02.35.11.77.39;15-08,01-11,11-11,25-12;www.e-leclerc.com/docksvauban;76351;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
3144;SAINT NICOLAS DE REDON;SCAOUEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;47.64598;-2.07697;AVENUE JEAN BUREL;44460;SAINT NICOLAS DE REDON;02.99.71.38.22;02.99.72.23.32;15-08,01-11,25-12;www.e-leclerc.com/st-nicolas-de-redon;44185;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
1331;SAINT GAUDENS;SOCAMIL;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;43.11828;0.727101;ZAC DES LANDES AV DU CAGIRE;31800;ESTANCARBON;05.61.94.64.64;05.61.94.64.60;15-08,01-11,25-12;www.e-leclerc.com/st-gaudens;31483;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
1613;SALON;LECASUD;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;;;;;43.629566;5.115241;ROUTE DE PELISSANNE CENTRE COMMERCIAL LES VIOUGUES;13300;SALON DE PROVENCE;04.90.17.21.00;04.90.53.37.10;15-08,01-11,11-11,25-12;www.e-leclerc.com/salon;13103;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1317;SAINT PIERRE D'OLERON;SCACHAP;08:30;;;20:30;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;;;;;45.945816;-1.318108;Route des Mirouelles;17310;ST PIERRE D'OLERON;05.46.47.14.66;05.46.47.26.03;25-12;www.e-leclerc.com/st-pierre-doleron;17385;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;Y;Y
1322;PLOUGUERNEVEL;SCARMOR;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;09:00;;;12:30;48.243225;-3.296417;105 ROUTE DE ROSTRENEN;22110;PLOUGUERNEVEL;02.96.29.16.87;02.96.29.20.47;15-08,01-11,11-11,25-12;www.e-leclerc.com/plouguernevel;22266;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1692;RUEIL;SCADIF;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;08:30;;;20:30;;;;;48.86241;2.194936;58 AVENUE DE FOUILLEUSE;92500;RUEIL MALMAISON;01.47.10.04.50;01.47.08.05.08;15-08,25-12;www.e-leclerc.com/rueil;92063;N;N;Y;Y;N;N;N;N;N;N;Y;Y;Y;N;Y;Y;Y
1194;ORLY;SCADIF;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;;;;;48.742355;2.407288;8 PLACE DU FER A CHEVAL;94310;ORLY;01.48.92.18.18;01.48.92.31.31;25-12;www.e-leclerc.com/orly;94054;N;N;Y;N;N;N;Y;N;N;Y;N;Y;Y;N;Y;N;Y
1217;SAUTEL;SCACHAP;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;46.16943;-1.126813;BOULEVARD ANDRE SAUTEL;17028;LA ROCHELLE CEDEX;05.46.34.18.67;05.46.67.69.29;15-08,01-11,11-11,25-12;www.e-leclerc.com/sautel;17300;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1685;LUCON;SCACHAP;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;46.461933;-1.131684;2 ROUTE DE FONTENAY;85400;LUCON;02.51.56.31.11;02.51.56.29.55;15-08,01-11,25-12;www.e-leclerc.com/lucon;85128;N;Y;Y;N;N;N;Y;N;N;N;Y;N;N;N;Y;Y;Y
1754;NANCY;SCAPEST;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;09:00;13:00;;;48.695892;6.195747;5 rue Jean Scherbeck;54000;NANCY;03.83.18.19.10;03.83.17.08.52;15-08,01-11,11-11,25-12;www.e-leclerc.com/nancy;54395;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
2629;AUDIERNE;SCARMOR;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;12:30;;;48.028576;-4.556778;ROUTE DE LA POINTE DU RAZ KERIVOAS;29770;AUDIERNE;02.98.70.05.94;02.98.70.20.06;25-12;www.e-leclerc.com/audierne;29003;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
2633;CASTILLON;SCASO;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;12:30;;;44.854412;-0.06352;ROUTE DE LIBOURNE;33350;SAINT MAGNE DE CASTILLON;05.57.56.42.42;05.57.40.39.89;25-12;www.e-leclerc.com/castillon;33347;N;N;Y;N;Y;Y;N;N;N;N;Y;N;N;N;Y;N;Y
1014;IFS;SCANORMANDE;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;49.143116;-0.340649;ROCADE SUD 190 RUE DE ROCQUANCOURT;14123;IFS;02.31.35.42.00;02.31.35.42.01;15-08,01-11,11-11,25-12;www.e-leclerc.com/ifs;14341;N;Y;Y;Y;N;Y;Y;N;N;N;Y;Y;N;N;Y;Y;Y
1006;NICE PONT MICHEL;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;13:00;;;43.72346;7.290148;ROUTE DE TURIN;06300;NICE;04.97.12.69.50;04.93.55.83.25;25-12;www.e-leclerc.com/pont-michel;06088;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
